Date,Day,NetWorth,Cash,Shares
2020-07-20,405,9951.58247967344,9951.58247967344,0
2020-07-21,406,9951.58247967344,6966.10773577141,2.61340436452466
2020-07-22,407,9906.03084159977,9906.03084159977,0
2020-07-23,408,9906.03084159977,6934.22158911984,2.62286349332762
2020-07-24,409,9851.39659503376,9851.39659503376,0
2020-07-27,410,9851.39659503376,9851.39659503376,0
2020-07-28,411,9851.39659503376,9851.39659503376,0
2020-07-29,412,9851.39659503376,9851.39659503376,0
2020-07-30,413,9851.39659503376,9851.39659503376,0
2020-07-31,414,9851.39659503376,9851.39659503376,0
2020-08-03,415,9851.39659503376,9851.39659503376,0
2020-08-04,416,9851.39659503376,9851.39659503376,0
2020-08-05,417,9851.39659503376,9851.39659503376,0
2020-08-06,418,9851.39659503376,9851.39659503376,0
2020-08-07,419,9851.39659503376,9851.39659503376,0
2020-08-10,420,9851.39659503376,9851.39659503376,0
2020-08-11,421,9851.39659503376,9851.39659503376,0
2020-08-12,422,9851.39659503376,9851.39659503376,0
2020-08-13,423,9851.39659503376,9851.39659503376,0
2020-08-14,424,9851.39659503376,9851.39659503376,0
2020-08-17,425,9851.39659503376,9851.39659503376,0
2020-08-18,426,9851.39659503376,9851.39659503376,0
2020-08-19,427,9851.39659503376,9851.39659503376,0
2020-08-20,428,9851.39659503376,9851.39659503376,0
2020-08-21,429,9851.39659503376,9851.39659503376,0
2020-08-24,430,9851.39659503376,9851.39659503376,0
2020-08-25,431,9851.39659503376,9851.39659503376,0
2020-08-26,432,9851.39659503376,9851.39659503376,0
2020-08-27,433,9851.39659503376,9851.39659503376,0
2020-08-28,434,9851.39659503376,9851.39659503376,0
2020-08-31,435,9851.39659503376,9851.39659503376,0
2020-09-01,436,9851.39659503376,6895.97761652363,2.62005228591323
2020-09-02,437,9858.78514248003,9858.78514248003,0
2020-09-03,438,9858.78514248003,6901.14959973602,2.59822331199565
2020-09-04,439,9796.99939212078,9796.99939212078,0
2020-09-07,440,9796.99939212078,9796.99939212078,0
2020-09-08,441,9796.99939212078,9796.99939212078,0
2020-09-09,442,9796.99939212078,9796.99939212078,0
2020-09-10,443,9796.99939212078,9796.99939212078,0
2020-09-11,444,9796.99939212078,9796.99939212078,0
2020-09-14,445,9796.99939212078,9796.99939212078,0
2020-09-15,446,9796.99939212078,9796.99939212078,0
2020-09-16,447,9796.99939212078,9796.99939212078,0
2020-09-17,448,9796.99939212078,9796.99939212078,0
2020-09-18,449,9796.99939212078,9796.99939212078,0
2020-09-21,450,9796.99939212078,9796.99939212078,0
2020-09-22,451,9796.99939212078,9796.99939212078,0
2020-09-23,452,9796.99939212078,9796.99939212078,0
2020-09-24,453,9796.99939212078,9796.99939212078,0
2020-09-25,454,9796.99939212078,9796.99939212078,0
2020-09-28,455,9796.99939212078,9796.99939212078,0
2020-09-29,456,9796.99939212078,9796.99939212078,0
2020-09-30,457,9796.99939212078,9796.99939212078,0
2020-10-01,458,9796.99939212078,9796.99939212078,0
2020-10-05,459,9796.99939212078,9796.99939212078,0
2020-10-06,460,9796.99939212078,9796.99939212078,0
2020-10-07,461,9796.99939212078,9796.99939212078,0
2020-10-08,462,9796.99939212078,9796.99939212078,0
2020-10-09,463,9796.99939212078,9796.99939212078,0
2020-10-12,464,9796.99939212078,9796.99939212078,0
2020-10-13,465,9796.99939212078,9796.99939212078,0
2020-10-14,466,9796.99939212078,9796.99939212078,0
2020-10-15,467,9796.99939212078,9796.99939212078,0
2020-10-16,468,9796.99939212078,9796.99939212078,0
2020-10-19,469,9796.99939212078,9796.99939212078,0
2020-10-20,470,9796.99939212078,9796.99939212078,0
2020-10-21,471,9796.99939212078,9796.99939212078,0
2020-10-22,472,9796.99939212078,9796.99939212078,0
2020-10-23,473,9796.99939212078,9796.99939212078,0
2020-10-26,474,9796.99939212078,9796.99939212078,0
2020-10-27,475,9796.99939212078,9796.99939212078,0
2020-10-28,476,9796.99939212078,9796.99939212078,0
2020-10-29,477,9796.99939212078,9796.99939212078,0
