Date,Day,NetWorth,Cash,Shares
2019-07-02,147,9865.34784765713,9865.34784765713,0
2019-07-03,148,9865.34784765713,9865.34784765713,0
2019-07-04,149,9865.34784765713,9865.34784765713,0
2019-07-05,150,9865.34784765713,9865.34784765713,0
2019-07-08,151,9865.34784765713,9865.34784765713,0
2019-07-09,152,9865.34784765713,9865.34784765713,0
2019-07-10,153,9865.34784765713,9865.34784765713,0
2019-07-11,154,9865.34784765713,9865.34784765713,0
2019-07-12,155,9865.34784765713,9865.34784765713,0
2019-07-15,156,9865.34784765713,9865.34784765713,0
2019-07-16,157,9865.34784765713,9865.34784765713,0
2019-07-17,158,9865.34784765713,9865.34784765713,0
2019-07-18,159,9865.34784765713,9865.34784765713,0
2019-07-19,160,9865.34784765713,7892.2782781257,1.30431908716182
2019-07-22,161,9798.08411233219,9798.08411233219,0
2019-07-23,162,9798.08411233219,9798.08411233219,0
2019-07-24,163,9798.08411233219,9798.08411233219,0
2019-07-25,164,9798.08411233219,9798.08411233219,0
2019-07-26,165,9798.08411233219,9798.08411233219,0
2019-07-29,166,9798.08411233219,9798.08411233219,0
2019-07-30,167,9798.08411233219,9798.08411233219,0
2019-07-31,168,9798.08411233219,9798.08411233219,0
2019-08-01,169,9798.08411233219,9798.08411233219,0
2019-08-02,170,9798.08411233219,7838.46728986575,1.31064021406835
2019-08-05,171,9772.00237207223,9772.00237207223,0
2019-08-06,172,9772.00237207223,9772.00237207223,0
2019-08-07,173,9772.00237207223,9772.00237207223,0
2019-08-08,174,9772.00237207223,9772.00237207223,0
2019-08-09,175,9772.00237207223,9772.00237207223,0
2019-08-13,176,9772.00237207223,7817.60189765779,1.2852824374684
2019-08-14,177,9736.04016947187,7817.60189765779,1.2852824374684
2019-08-16,178,9738.85493800992,7817.60189765779,1.2852824374684
2019-08-19,179,9755.98775290138,7817.60189765779,1.2852824374684
2019-08-20,180,9741.05277097799,7817.60189765779,1.2852824374684
2019-08-21,181,9756.03916419887,7817.60189765779,1.2852824374684
2019-08-22,182,9732.85266902694,7817.60189765779,1.2852824374684
2019-08-23,183,9699.80805755963,7817.60189765779,1.2852824374684
2019-08-26,184,9734.06083451816,7817.60189765779,1.2852824374684
2019-08-27,185,9748.72590712968,7817.60189765779,1.2852824374684
2019-08-28,186,9725.60367607962,7817.60189765779,1.2852824374684
2019-08-29,187,9693.61299621103,7817.60189765779,1.2852824374684
2019-08-30,188,9664.19288121738,7817.60189765779,1.2852824374684
2019-09-03,189,9635.63390545683,7817.60189765779,1.2852824374684
2019-09-04,190,9646.90583243343,7817.60189765779,1.2852824374684
2019-09-05,191,9637.80603277616,7817.60189765779,1.2852824374684
2019-09-06,192,9660.85114687996,7817.60189765779,1.2852824374684
2019-09-09,193,9695.0011012435,9695.0011012435,0
2019-09-11,194,9695.0011012435,9695.0011012435,0
2019-09-12,195,9695.0011012435,9695.0011012435,0
2019-09-13,196,9695.0011012435,9695.0011012435,0
2019-09-16,197,9695.0011012435,9695.0011012435,0
2019-09-17,198,9695.0011012435,9695.0011012435,0
