Date,Day,NetWorth,Cash,Shares
2020-06-10,377,5243.91305450006,5243.91305450006,0
2020-06-11,378,5243.91305450006,5243.91305450006,0
2020-06-12,379,5243.91305450006,5243.91305450006,0
2020-06-15,380,5243.91305450006,5243.91305450006,0
2020-06-16,381,5243.91305450006,5243.91305450006,0
2020-06-17,382,5243.91305450006,5243.91305450006,0
2020-06-18,383,5243.91305450006,5243.91305450006,0
2020-06-19,384,5243.91305450006,5243.91305450006,0
2020-06-22,385,5243.91305450006,5243.91305450006,0
2020-06-23,386,5243.91305450006,5243.91305450006,0
2020-06-24,387,5243.91305450006,5243.91305450006,0
2020-06-25,388,5243.91305450006,5243.91305450006,0
2020-06-26,389,5243.91305450006,5243.91305450006,0
2020-06-29,390,5243.91305450006,5243.91305450006,0
2020-06-30,391,5243.91305450006,5243.91305450006,0
2020-07-01,392,5243.91305450006,5243.91305450006,0
2020-07-02,393,5243.91305450006,5243.91305450006,0
2020-07-03,394,5243.91305450006,5243.91305450006,0
2020-07-06,395,5243.91305450006,5243.91305450006,0
2020-07-07,396,5243.91305450006,5243.91305450006,0
2020-07-08,397,5243.91305450006,5243.91305450006,0
2020-07-09,398,5243.91305450006,5243.91305450006,0
2020-07-10,399,5243.91305450006,5243.91305450006,0
2020-07-13,400,5243.91305450006,5243.91305450006,0
2020-07-14,401,5243.91305450006,5243.91305450006,0
2020-07-15,402,5243.91305450006,5243.91305450006,0
2020-07-16,403,5243.91305450006,5243.91305450006,0
2020-07-17,404,5243.91305450006,5243.91305450006,0
2020-07-20,405,5243.91305450006,5243.91305450006,0
2020-07-21,406,5243.91305450006,5243.91305450006,0
2020-07-22,407,5243.91305450006,5243.91305450006,0
2020-07-23,408,5243.91305450006,1048.78261090001,10.8834391210503
2020-07-24,409,5193.41389697839,1048.78261090001,10.8834391210503
2020-07-27,410,5020.80255251853,1048.78261090001,10.8834391210503
2020-07-28,411,4863.75452600178,1048.78261090001,10.8834391210503
2020-07-29,412,4901.3023909694,1048.78261090001,10.8834391210503
2020-07-30,413,4836.65476259036,1048.78261090001,10.8834391210503
2020-07-31,414,4828.16568007594,4828.16568007594,0
2020-08-03,415,4828.16568007594,4828.16568007594,0
2020-08-04,416,4828.16568007594,4828.16568007594,0
2020-08-05,417,4828.16568007594,4828.16568007594,0
2020-08-06,418,4828.16568007594,4828.16568007594,0
2020-08-07,419,4828.16568007594,4828.16568007594,0
2020-08-10,420,4828.16568007594,4828.16568007594,0
2020-08-11,421,4828.16568007594,4828.16568007594,0
2020-08-12,422,4828.16568007594,4828.16568007594,0
2020-08-13,423,4828.16568007594,4828.16568007594,0
2020-08-14,424,4828.16568007594,4828.16568007594,0
2020-08-17,425,4828.16568007594,4828.16568007594,0
2020-08-18,426,4828.16568007594,4828.16568007594,0
2020-08-19,427,4828.16568007594,4828.16568007594,0
2020-08-20,428,4828.16568007594,4828.16568007594,0
2020-08-21,429,4828.16568007594,4828.16568007594,0
2020-08-24,430,4828.16568007594,4828.16568007594,0
2020-08-25,431,4828.16568007594,4828.16568007594,0
2020-08-26,432,4828.16568007594,4828.16568007594,0
2020-08-27,433,4828.16568007594,4828.16568007594,0
2020-08-28,434,4828.16568007594,4828.16568007594,0
2020-08-31,435,4828.16568007594,4828.16568007594,0
2020-09-01,436,4828.16568007594,4828.16568007594,0
2020-09-02,437,4828.16568007594,4828.16568007594,0
2020-09-03,438,4828.16568007594,965.633136015188,10.0388100219897
2020-09-04,439,4721.35274144197,4721.35274144197,0
2020-09-07,440,4721.35274144197,4721.35274144197,0
2020-09-08,441,4721.35274144197,4721.35274144197,0
2020-09-09,442,4721.35274144197,944.270548288394,10.3055365287539
2020-09-10,443,4766.69710216849,944.270548288394,10.3055365287539
2020-09-11,444,4748.86852397375,944.270548288394,10.3055365287539
2020-09-14,445,4722.17718436427,944.270548288394,10.3055365287539
